customer_id,Segmentation,split
CUST_00573,B,train
CUST_00664,A,train
CUST_03712,C,train
CUST_02265,C,train
CUST_04689,B,train
CUST_02773,C,train
CUST_04175,D,train
CUST_01777,C,train
CUST_02964,D,train
CUST_02789,D,train
CUST_00377,C,train
CUST_04648,A,train
CUST_00770,C,train
CUST_01852,C,train
CUST_00615,D,train
CUST_04747,A,train
CUST_01824,C,train
CUST_01016,D,train
CUST_04677,A,train
CUST_00159,A,train
CUST_03581,B,train
CUST_03021,B,train
CUST_02322,C,train
CUST_00973,C,train
CUST_04504,A,train
CUST_03495,C,train
CUST_01928,B,train
CUST_04042,B,train
CUST_03490,B,train
CUST_04467,A,train
CUST_01265,A,train
CUST_04869,B,train
CUST_04651,A,train
CUST_02074,D,train
CUST_01604,B,train
CUST_04351,C,train
CUST_04716,B,train
CUST_03499,A,train
CUST_01429,C,train
CUST_02338,B,train
CUST_03732,D,train
CUST_04233,B,train
CUST_01101,A,train
CUST_00741,B,train
CUST_02391,B,train
CUST_03343,C,train
CUST_00829,C,train
CUST_03032,B,train
CUST_02181,B,train
CUST_03496,A,train
CUST_00358,B,train
CUST_02755,D,train
CUST_04237,A,train
CUST_04821,B,train
CUST_00833,A,train
CUST_02892,C,train
CUST_00786,D,train
CUST_03703,B,train
CUST_01334,D,train
CUST_01489,B,train
CUST_03417,B,train
CUST_02121,C,train
CUST_03811,C,train
CUST_01179,C,train
CUST_01430,D,train
CUST_01158,D,train
CUST_04915,A,train
CUST_00493,B,train
CUST_01090,A,train
CUST_03063,B,train
CUST_03899,B,train
CUST_00077,C,train
CUST_04857,A,train
CUST_01174,B,train
CUST_04194,C,train
CUST_02793,B,train
CUST_01114,B,train
CUST_04510,D,train
CUST_01906,A,train
CUST_01492,B,train
CUST_01092,C,train
CUST_03585,B,train
CUST_01927,B,train
CUST_00854,D,train
CUST_03997,B,train
CUST_02595,A,train
CUST_03232,C,train
CUST_02244,D,train
CUST_03318,A,train
CUST_01453,D,train
CUST_01595,C,train
CUST_01772,C,train
CUST_04714,C,train
CUST_00202,A,train
CUST_03136,C,train
CUST_02531,C,train
CUST_00165,A,train
CUST_03213,A,train
CUST_00510,C,train
CUST_03319,C,train
CUST_04312,D,train
CUST_04173,B,train
CUST_02241,C,train
CUST_01925,C,train
CUST_01571,B,train
CUST_04388,A,train
CUST_01600,D,train
CUST_02874,B,train
CUST_01127,A,train
CUST_02426,D,train
CUST_03253,C,train
CUST_01366,A,train
CUST_04441,D,train
CUST_00777,A,train
CUST_01406,B,train
CUST_04975,A,train
CUST_04862,C,train
CUST_00290,B,train
CUST_01971,A,train
CUST_01154,C,train
CUST_02557,B,train
CUST_03982,C,train
CUST_01540,B,train
CUST_01702,B,train
CUST_02515,C,train
CUST_02806,D,train
CUST_02397,A,train
CUST_04036,D,train
CUST_02049,B,train
CUST_04326,D,train
CUST_02345,D,train
CUST_01113,A,train
CUST_03706,D,train
CUST_03867,B,train
CUST_01330,B,train
CUST_03286,A,train
CUST_03504,A,train
CUST_01123,D,train
CUST_01449,D,train
CUST_04455,D,train
CUST_01246,C,train
CUST_04809,A,train
CUST_03096,C,train
CUST_01142,B,train
CUST_03888,C,train
CUST_04546,C,train
CUST_02855,A,train
CUST_03796,C,train
CUST_01087,C,train
CUST_03882,C,train
CUST_04526,B,train
CUST_02290,A,train
CUST_01913,D,train
CUST_00376,B,train
CUST_02145,B,train
CUST_01885,A,train
CUST_01637,B,train
CUST_00563,A,train
CUST_00462,C,train
CUST_03452,C,train
CUST_00187,C,train
CUST_02499,D,train
CUST_04167,A,train
CUST_00361,B,train
CUST_04819,D,train
CUST_04284,A,train
CUST_04212,B,train
CUST_01545,D,train
CUST_03574,D,train
CUST_01010,B,train
CUST_02431,C,train
CUST_03174,A,train
CUST_04481,A,train
CUST_04940,C,train
CUST_02998,B,train
CUST_00881,A,train
CUST_01471,B,train
CUST_00489,D,train
CUST_02926,D,train
CUST_01625,A,train
CUST_03937,B,train
CUST_03529,D,train
CUST_00197,C,train
CUST_01403,A,train
CUST_02234,C,train
CUST_03156,C,train
CUST_02643,C,train
CUST_01587,C,train
CUST_03044,B,train
CUST_01751,B,train
CUST_00115,C,train
CUST_01964,B,train
CUST_04416,B,train
CUST_02075,D,train
CUST_03091,B,train
CUST_02326,D,train
CUST_04589,C,train
CUST_02552,A,train
CUST_03616,A,train
CUST_04382,A,train
CUST_02450,B,train
CUST_02688,B,train
CUST_03101,A,train
CUST_03250,C,train
CUST_00114,C,train
CUST_03211,A,train
CUST_01119,B,train
CUST_02046,C,train
CUST_01755,D,train
CUST_01185,A,train
CUST_04910,B,train
CUST_02972,A,train
CUST_00963,A,train
CUST_02611,C,train
CUST_04049,C,train
CUST_03579,C,train
CUST_04750,C,train
CUST_03042,D,train
CUST_03802,D,train
CUST_01354,C,train
CUST_04444,B,train
CUST_03184,A,train
CUST_00997,D,train
CUST_03285,B,train
CUST_01834,C,train
CUST_00028,B,train
CUST_00667,A,train
CUST_02209,B,train
CUST_00200,C,train
CUST_04072,C,train
CUST_02903,A,train
CUST_01746,B,train
CUST_04522,B,train
CUST_00254,B,train
CUST_00460,A,train
CUST_02694,B,train
CUST_02662,D,train
CUST_00131,B,train
CUST_00621,A,train
CUST_00951,C,train
CUST_01615,B,train
CUST_04373,A,train
CUST_03742,C,train
CUST_03670,B,train
CUST_04882,B,train
CUST_04030,B,train
CUST_02805,B,train
CUST_03195,B,train
CUST_00535,C,train
CUST_02218,B,train
CUST_02795,B,train
CUST_03362,B,train
CUST_04647,C,train
CUST_00618,B,train
CUST_00383,C,train
CUST_01241,D,train
CUST_00610,C,train
CUST_03730,B,train
CUST_03739,C,train
CUST_04259,B,train
CUST_00571,B,train
CUST_04119,A,train
CUST_04384,B,train
CUST_01841,B,train
CUST_04701,A,train
CUST_03959,A,train
CUST_02115,C,train
CUST_00172,A,train
CUST_01293,B,train
CUST_01695,B,train
CUST_02969,D,train
CUST_04566,D,train
CUST_04740,C,train
CUST_02119,A,train
CUST_03152,A,train
CUST_00296,B,train
CUST_01686,D,train
CUST_02136,D,train
CUST_00683,A,train
CUST_04166,B,train
CUST_01309,B,train
CUST_04078,B,train
CUST_04494,C,train
CUST_00755,A,train
CUST_03079,A,train
CUST_02294,B,train
CUST_01495,C,train
CUST_03931,D,train
CUST_00902,A,train
CUST_00374,C,train
CUST_02535,C,train
CUST_01557,C,train
CUST_03674,A,train
CUST_02940,A,train
CUST_04753,C,train
CUST_01450,C,train
CUST_01647,A,train
CUST_00287,B,train
CUST_01021,C,train
CUST_02965,D,train
CUST_03981,C,train
CUST_03294,B,train
CUST_00616,D,train
CUST_02604,B,train
CUST_03388,B,train
CUST_00098,B,train
CUST_02009,A,train
CUST_01488,C,train
CUST_03563,A,train
CUST_02518,B,train
CUST_04629,C,train
CUST_00922,B,train
CUST_04454,C,train
CUST_00384,D,train
CUST_00756,C,train
CUST_02637,D,train
CUST_00914,B,train
CUST_01737,B,train
CUST_03420,A,train
CUST_00736,D,train
CUST_00968,B,train
CUST_00301,A,train
CUST_04489,C,train
CUST_01084,D,train
CUST_00080,A,train
CUST_04084,C,train
CUST_02730,B,train
CUST_01236,B,train
CUST_04447,A,train
CUST_03813,A,train
CUST_02782,C,train
CUST_04965,B,train
CUST_04898,B,train
CUST_01147,C,train
CUST_00328,C,train
CUST_04865,B,train
CUST_00866,B,train
CUST_03816,B,train
CUST_00603,A,train
CUST_02702,D,train
CUST_02249,B,train
CUST_04431,C,train
CUST_02437,B,train
CUST_01807,C,train
CUST_00831,A,train
CUST_01437,B,train
CUST_03008,A,train
CUST_04254,B,train
CUST_01897,C,train
CUST_04661,B,train
CUST_00799,C,train
CUST_03975,B,train
CUST_02886,D,train
CUST_03773,B,train
CUST_02943,B,train
CUST_02646,B,train
CUST_02826,C,train
CUST_04921,D,train
CUST_02310,B,train
CUST_00648,C,train
CUST_01539,A,train
CUST_00212,C,train
CUST_00980,B,train
CUST_04041,D,train
CUST_01418,A,train
CUST_03995,B,train
CUST_04641,D,train
CUST_04544,B,train
CUST_01629,A,train
CUST_00617,A,train
CUST_04539,A,train
CUST_02601,C,train
CUST_02177,B,train
CUST_02621,C,train
CUST_01785,C,train
CUST_04737,B,train
CUST_03644,B,train
CUST_03778,B,train
CUST_03690,A,train
CUST_02285,A,train
CUST_01390,B,train
CUST_04930,D,train
CUST_04981,D,train
CUST_04649,D,train
CUST_04681,B,train
CUST_03976,D,train
CUST_01740,B,train
CUST_00712,B,train
CUST_01071,B,train
CUST_02486,D,train
CUST_04628,B,train
CUST_02594,B,train
CUST_03115,A,train
CUST_02617,B,train
CUST_00553,B,train
CUST_02610,A,train
CUST_01208,B,train
CUST_04449,B,train
CUST_04615,A,train
CUST_03487,B,train
CUST_01355,B,train
CUST_03598,B,train
CUST_04396,C,train
CUST_02096,C,train
CUST_00700,B,train
CUST_00842,C,train
CUST_04845,A,train
CUST_00235,A,train
CUST_02188,C,train
CUST_03640,A,train
CUST_03552,A,train
CUST_01502,B,train
CUST_01968,B,train
CUST_03522,B,train
CUST_04736,A,train
CUST_04801,A,train
CUST_02063,C,train
CUST_02484,A,train
CUST_04343,C,train
CUST_00659,C,train
CUST_03098,A,train
CUST_02758,D,train
CUST_04906,A,train
CUST_04295,B,train
CUST_01646,C,train
CUST_01621,B,train
CUST_04052,C,train
CUST_01520,D,train
CUST_01525,B,train
CUST_01276,A,train
CUST_01061,D,train
CUST_03818,C,train
CUST_00284,A,train
CUST_04754,B,train
CUST_02102,B,train
CUST_01505,B,train
CUST_04557,C,train
CUST_00952,C,train
CUST_02653,B,train
CUST_02647,D,train
CUST_04222,C,train
CUST_00001,B,train
CUST_00177,C,train
CUST_00743,C,train
CUST_01373,D,train
CUST_02429,B,train
CUST_01649,C,train
CUST_01644,C,train
CUST_00427,B,train
CUST_00304,C,train
CUST_02924,A,train
CUST_00789,B,train
CUST_01548,B,train
CUST_01148,C,train
CUST_02116,A,train
CUST_03441,B,train
CUST_03770,A,train
CUST_04665,C,train
CUST_02432,C,train
CUST_03692,B,train
CUST_01521,A,train
CUST_00776,A,train
CUST_00716,D,train
CUST_00339,B,train
CUST_02279,C,train
CUST_02889,C,train
CUST_02110,D,train
CUST_02019,A,train
CUST_02652,B,train
CUST_01812,C,train
CUST_04693,B,train
CUST_01982,C,train
CUST_01381,A,train
CUST_01800,A,train
CUST_03331,C,train
CUST_00174,A,train
CUST_04682,A,train
CUST_03368,B,train
CUST_00819,A,train
CUST_02851,C,train
CUST_03199,A,train
CUST_00956,B,train
CUST_01335,D,train
CUST_04779,A,train
CUST_00662,D,train
CUST_04298,A,train
CUST_02938,B,train
CUST_02654,A,train
CUST_02187,D,train
CUST_00680,D,train
CUST_03354,B,train
CUST_04299,B,train
CUST_04707,C,train
CUST_01191,A,train
CUST_01985,A,train
CUST_01568,A,train
CUST_03679,C,train
CUST_03979,A,train
CUST_01849,D,train
CUST_02726,B,train
CUST_03509,C,train
CUST_00872,B,train
CUST_02395,D,train
CUST_04797,A,train
CUST_02303,B,train
CUST_04086,A,train
CUST_03537,A,train
CUST_02843,D,train
CUST_03516,D,train
CUST_02953,C,train
CUST_01105,D,train
CUST_00587,A,train
CUST_01304,B,train
CUST_01996,C,train
CUST_04267,C,train
CUST_01045,D,train
CUST_00229,D,train
CUST_02085,B,train
CUST_00497,B,train
CUST_00798,B,train
CUST_02917,C,train
CUST_03908,B,train
CUST_03716,B,train
CUST_01675,C,train
CUST_03206,C,train
CUST_00633,B,train
CUST_00779,C,train
CUST_03767,B,train
CUST_03437,A,train
CUST_03446,C,train
CUST_02819,A,train
CUST_03780,D,train
CUST_04204,D,train
CUST_04432,B,train
CUST_04998,B,train
CUST_01529,C,train
CUST_00135,D,train
CUST_01124,C,train
CUST_03845,A,train
CUST_04963,B,train
CUST_01961,A,train
CUST_03717,B,train
CUST_04366,C,train
CUST_01149,C,train
CUST_00272,C,train
CUST_01018,B,train
CUST_01360,B,train
CUST_02909,B,train
CUST_01073,A,train
CUST_04710,C,train
CUST_03433,C,train
CUST_01577,A,train
CUST_04659,A,train
CUST_01170,B,train
CUST_03258,A,train
CUST_04187,A,train
CUST_02313,B,train
CUST_02312,D,train
CUST_03747,C,train
CUST_02194,B,train
CUST_00537,C,train
CUST_03103,D,train
CUST_02656,B,train
CUST_00352,D,train
CUST_00049,B,train
CUST_01275,B,train
CUST_01639,D,train
CUST_04213,B,train
CUST_02213,A,train
CUST_01635,D,train
CUST_03540,A,train
CUST_02011,A,train
CUST_03270,C,train
CUST_00861,C,train
CUST_01585,D,train
CUST_04996,D,train
CUST_01965,B,train
CUST_02060,B,train
CUST_01663,D,train
CUST_01883,C,train
CUST_01370,A,train
CUST_03280,C,train
CUST_03438,B,train
CUST_01029,B,train
CUST_01901,B,train
CUST_02220,A,train
CUST_03033,C,train
CUST_04064,A,train
CUST_04635,A,train
CUST_00729,A,train
CUST_04535,B,train
CUST_02091,C,train
CUST_04841,D,train
CUST_02902,C,train
CUST_00546,B,train
CUST_01969,B,train
CUST_03088,A,train
CUST_03503,D,train
CUST_01411,A,train
CUST_00660,B,train
CUST_04347,C,train
CUST_02104,C,train
CUST_03477,D,train
CUST_03205,C,train
CUST_03820,B,train
CUST_00271,C,train
CUST_01551,D,train
CUST_01108,C,train
CUST_00665,A,train
CUST_04125,C,train
CUST_02842,C,train
CUST_03943,A,train
CUST_00477,A,train
CUST_02439,B,train
CUST_00888,A,train
CUST_04783,B,train
CUST_03536,A,train
CUST_00704,A,train
CUST_04980,A,train
CUST_01005,C,train
CUST_02125,D,train
CUST_00579,B,train
CUST_01531,B,train
CUST_04485,A,train
CUST_03823,C,train
CUST_01712,A,train
CUST_03339,B,train
CUST_00208,C,train
CUST_00052,C,train
CUST_02337,B,train
CUST_04956,C,train
CUST_00423,A,train
CUST_03862,C,train
CUST_04040,B,train
CUST_00059,A,train
CUST_00440,A,train
CUST_04534,B,train
CUST_04905,D,train
CUST_01810,A,train
CUST_02533,B,train
CUST_03278,B,train
CUST_03886,D,train
CUST_00347,C,train
CUST_01939,B,train
CUST_03903,D,train
CUST_04135,B,train
CUST_03248,B,train
CUST_01936,C,train
CUST_03302,D,train
CUST_00403,B,train
CUST_03220,C,train
CUST_02069,A,train
CUST_00183,D,train
CUST_00213,C,train
CUST_04402,B,train
CUST_04614,A,train
CUST_02816,C,train
CUST_02807,C,train
CUST_03900,C,train
CUST_02737,D,train
CUST_02821,D,train
CUST_03104,B,train
CUST_01799,A,train
CUST_01289,A,train
CUST_02353,C,train
CUST_02137,A,train
CUST_04941,B,train
CUST_02264,B,train
CUST_03426,C,train
CUST_03081,C,train
CUST_01892,B,train
CUST_01920,B,train
CUST_03265,C,train
CUST_02385,B,train
CUST_01376,D,train
CUST_00669,A,train
CUST_01052,B,train
CUST_01795,A,train
CUST_00623,B,train
CUST_01055,D,train
CUST_04360,A,train
CUST_04795,B,train
CUST_04303,C,train
CUST_01614,B,train
CUST_03047,B,train
CUST_00732,C,train
CUST_04642,B,train
CUST_04528,D,train
CUST_00572,C,train
CUST_03293,B,train
CUST_01633,C,train
CUST_00176,A,train
CUST_01042,C,train
CUST_03180,C,train
CUST_02062,B,train
CUST_02696,B,train
CUST_02995,A,train
CUST_01561,B,train
CUST_03404,B,train
CUST_03390,C,train
CUST_00558,A,train
CUST_02440,A,train
CUST_02841,B,train
CUST_02844,D,train
CUST_03162,A,train
CUST_02740,A,train
CUST_00925,B,train
CUST_02680,B,train
CUST_04232,B,train
CUST_03135,A,train
CUST_01051,D,train
CUST_03965,A,train
CUST_04758,C,train
CUST_02944,C,train
CUST_00796,D,train
CUST_04876,C,train
CUST_01059,B,train
CUST_00924,C,train
CUST_03243,B,train
CUST_02684,B,train
CUST_03145,B,train
CUST_02500,B,train
CUST_01575,A,train
CUST_00408,A,train
CUST_00566,B,train
CUST_01708,A,train
CUST_02359,B,train
CUST_01310,C,train
CUST_04369,A,train
CUST_04901,A,train
CUST_04825,B,train
CUST_00147,C,train
CUST_00676,D,train
CUST_03061,B,train
CUST_03492,C,train
CUST_02267,B,train
CUST_01508,B,train
CUST_02016,B,train
CUST_02927,C,train
CUST_01378,B,train
CUST_04123,C,train
CUST_03049,B,train
CUST_00904,B,train
CUST_03857,B,train
CUST_04602,C,train
CUST_04409,B,train
CUST_02358,A,train
CUST_04129,B,train
CUST_02488,D,train
CUST_00749,D,train
CUST_01907,D,train
CUST_03491,A,train
CUST_00713,B,train
CUST_02349,B,train
CUST_00514,D,train
CUST_00221,C,train
CUST_02348,B,train
CUST_00338,C,train
CUST_04687,A,train
CUST_03628,D,train
CUST_02516,D,train
CUST_00543,A,train
CUST_02703,A,train
CUST_04827,C,train
CUST_03985,C,train
CUST_01386,B,train
CUST_03217,A,train
CUST_01066,C,train
CUST_00859,B,train
CUST_01714,B,train
CUST_04671,B,train
CUST_00687,B,train
CUST_00340,A,train
CUST_03119,A,train
CUST_00030,A,train
CUST_01394,B,train
CUST_00124,A,train
CUST_03955,A,train
CUST_02640,C,train
CUST_01719,D,train
CUST_01413,B,train
CUST_04319,B,train
CUST_04622,C,train
CUST_03625,A,train
CUST_01816,D,train
CUST_01542,A,train
CUST_02534,A,train
CUST_01512,C,train
CUST_02174,D,train
CUST_01838,B,train
CUST_03568,C,train
CUST_01850,C,train
CUST_01069,B,train
CUST_01012,D,train
CUST_03797,B,train
CUST_03855,C,train
CUST_03532,C,train
CUST_01075,D,train
CUST_02017,B,train
CUST_01306,D,train
CUST_04356,C,train
CUST_02977,C,train
CUST_00764,C,train
CUST_03277,C,train
CUST_04264,B,train
CUST_01321,A,train
CUST_00666,A,train
CUST_02025,B,train
CUST_03998,B,train
CUST_00210,A,train
CUST_02018,D,train
CUST_03158,A,train
CUST_00203,A,train
CUST_04575,C,train
CUST_01734,B,train
CUST_02798,C,train
CUST_00437,A,train
CUST_04310,C,train
CUST_00485,B,train
CUST_00444,B,train
CUST_03117,C,train
CUST_01581,A,train
CUST_04412,A,train
CUST_03720,B,train
CUST_03055,C,train
CUST_01989,B,train
CUST_04900,D,train
CUST_04712,B,train
CUST_02329,C,train
CUST_04400,A,train
CUST_00931,A,train
CUST_02994,B,train
CUST_00189,B,train
CUST_03565,B,train
CUST_01942,B,train
CUST_03488,A,train
CUST_01975,B,train
CUST_01048,A,train
CUST_04496,C,train
CUST_04917,B,train
CUST_00090,B,train
CUST_02262,C,train
CUST_01667,A,train
CUST_04226,C,train
CUST_04491,B,train
CUST_03267,B,train
CUST_04637,B,train
CUST_02714,B,train
CUST_02047,A,train
CUST_02895,A,train
CUST_03593,B,train
CUST_01047,A,train
CUST_01499,B,train
CUST_04411,A,train
CUST_03126,C,train
CUST_00611,A,train
CUST_00032,A,train
CUST_02731,C,train
CUST_00207,A,train
CUST_04277,B,train
CUST_01204,B,train
CUST_02511,A,train
CUST_04514,C,train
CUST_02665,C,train
CUST_01475,B,train
CUST_01039,A,train
CUST_00887,C,train
CUST_04092,B,train
CUST_02403,B,train
CUST_03636,B,train
CUST_01676,B,train
CUST_01935,C,train
CUST_02321,D,train
CUST_02458,C,train
CUST_04532,A,train
CUST_02441,B,train
CUST_04751,B,train
CUST_00585,C,train
CUST_03436,B,train
CUST_01472,C,train
CUST_00341,B,train
CUST_01443,C,train
CUST_02578,C,train
CUST_03329,A,train
CUST_01862,C,train
CUST_03281,B,train
CUST_01979,D,train
CUST_04381,A,train
CUST_04466,B,train
CUST_00901,A,train
CUST_00224,B,train
CUST_03651,C,train
CUST_04215,C,train
CUST_02847,C,train
CUST_04657,C,train
CUST_01456,D,train
CUST_04278,B,train
CUST_02317,B,train
CUST_02089,C,train
CUST_02509,C,train
CUST_01301,A,train
CUST_03874,C,train
CUST_00984,A,train
CUST_00101,A,train
CUST_01937,B,train
CUST_00169,A,train
CUST_04831,C,train
CUST_00280,C,train
CUST_00096,B,train
CUST_03528,C,train
CUST_01269,C,train
CUST_02951,C,train
CUST_02507,C,train
CUST_03393,D,train
CUST_01914,B,train
CUST_04863,A,train
CUST_02002,A,train
CUST_02355,C,train
CUST_00476,D,train
CUST_02118,C,train
CUST_00257,D,train
CUST_02127,C,train
CUST_03225,A,train
CUST_04425,B,train
CUST_03346,C,train
CUST_01576,A,train
CUST_04794,B,train
CUST_03819,C,train
CUST_02352,D,train
CUST_02906,A,train
CUST_03210,C,train
CUST_04929,C,train
CUST_01658,B,train
CUST_03237,A,train
CUST_02166,D,train
CUST_00503,B,train
CUST_01243,C,train
CUST_02741,B,train
CUST_01305,C,train
CUST_04586,D,train
CUST_04050,A,train
CUST_01232,A,train
CUST_04939,C,train
CUST_02636,C,train
CUST_03653,C,train
CUST_02591,C,train
CUST_03580,B,train
CUST_00862,B,train
CUST_01314,C,train
CUST_04490,B,train
CUST_03887,D,train
CUST_03130,C,train
CUST_04674,A,train
CUST_01126,B,train
CUST_03815,A,train
CUST_03962,B,train
CUST_04646,C,train
CUST_00053,D,train
CUST_03711,A,train
CUST_00649,C,train
CUST_00816,B,train
CUST_04781,A,train
CUST_01657,B,train
CUST_03164,B,train
CUST_04024,C,train
CUST_01216,A,train
CUST_02698,B,train
CUST_00325,D,train
CUST_02282,B,train
CUST_02899,B,train
CUST_03944,B,train
CUST_01410,D,train
CUST_04419,B,train
CUST_03698,C,train
CUST_02214,D,train
CUST_03067,A,train
CUST_01681,B,train
CUST_00582,D,train
CUST_01195,A,train
CUST_02554,D,train
CUST_04697,B,train
CUST_03026,B,train
CUST_02208,D,train
CUST_02570,D,train
CUST_03590,A,train
CUST_03851,B,train
CUST_01760,B,train
CUST_03809,A,train
CUST_03783,A,train
CUST_02260,B,train
CUST_03470,A,train
CUST_00379,C,train
CUST_03399,A,train
CUST_00149,A,train
CUST_04932,B,train
CUST_00947,A,train
CUST_02744,A,train
CUST_02575,A,train
CUST_02362,B,train
CUST_04355,B,train
CUST_00880,A,train
CUST_03620,A,train
CUST_03351,A,train
CUST_04292,A,train
CUST_02106,B,train
CUST_04263,B,train
CUST_00327,B,train
CUST_02939,D,train
CUST_00404,C,train
CUST_01638,A,train
CUST_03223,A,train
CUST_02051,B,train
CUST_01774,D,train
CUST_02853,A,train
CUST_00465,D,train
CUST_04124,D,train
CUST_03762,C,train
CUST_01461,B,train
CUST_00583,B,train
CUST_04224,C,train
CUST_03502,C,train
CUST_00164,B,train
CUST_03312,C,train
CUST_04844,A,train
CUST_03718,A,train
CUST_02158,B,train
CUST_03110,C,train
CUST_04584,C,train
CUST_00321,B,train
CUST_00281,D,train
CUST_04019,B,train
CUST_02896,D,train
CUST_03737,C,train
CUST_04771,A,train
CUST_01957,C,train
CUST_02117,B,train
CUST_01822,A,train
CUST_01235,C,train
CUST_02760,A,train
CUST_01331,B,train
CUST_04113,A,train
CUST_03517,A,train
CUST_00568,B,train
CUST_00211,B,train
CUST_02415,B,train
CUST_00946,A,train
CUST_02585,B,train
CUST_04364,B,train
CUST_00631,C,train
CUST_03721,B,train
CUST_02553,C,train
CUST_00520,A,train
CUST_00447,D,train
CUST_04529,B,train
CUST_03056,D,train
CUST_03781,B,train
CUST_01294,C,train
CUST_00728,C,train
CUST_04421,A,train
CUST_00137,B,train
CUST_03327,C,train
CUST_01669,A,train
CUST_01181,D,train
CUST_02875,C,train
CUST_01878,B,train
CUST_00306,D,train
CUST_03949,A,train
CUST_02641,B,train
CUST_02867,B,train
CUST_03348,A,train
CUST_00689,C,train
CUST_02059,C,train
CUST_01944,C,train
CUST_03141,B,train
CUST_00890,A,train
CUST_01408,C,train
CUST_00314,D,train
CUST_03372,B,train
CUST_03023,C,train
CUST_01869,A,train
CUST_04796,B,train
CUST_03242,B,train
CUST_03041,A,train
CUST_01509,C,train
CUST_01247,A,train
CUST_00724,C,train
CUST_00405,B,train
CUST_02370,C,train
CUST_01558,B,train
CUST_01160,A,train
CUST_01995,C,train
CUST_01870,C,train
CUST_03392,D,train
CUST_03766,B,train
CUST_00300,A,train
CUST_04152,A,train
CUST_04216,C,train
CUST_01230,B,train
CUST_00913,C,train
CUST_04511,A,train
CUST_00635,A,train
CUST_00431,A,train
CUST_03708,B,train
CUST_02178,C,train
